initial_capital,final_value,total_return_pct,cagr_pct,sharpe_ratio,max_drawdown_pct,total_trades,win_rate_pct,profit_factor
100000.0,118557.10131265475,18.557101312654748,2.4642707160898336,-0.03427667632908763,7.222738029331224,16,43.75,1.0
